text,label
Meri kitab kahan hai,Hindi
Main ghar ja raha hoon,Hindi
Meri kitab kahan hai,Hindi
Aaj mausam accha hai,Hindi
Kal school jana hai,Hindi
Main ghar ja raha hoon,Hindi
Woh cricket khel raha hai,Hindi
Main ghar ja raha hoon,Hindi
Woh cricket khel raha hai,Hindi
Mujhe khana chahiye,Hindi
Mujhe khana chahiye,Hindi
Meri kitab kahan hai,Hindi
Kal school jana hai,Hindi
Tum kaha ho,Hindi
Woh cricket khel raha hai,Hindi
Kal school jana hai,Hindi
Mujhe khana chahiye,Hindi
Woh cricket khel raha hai,Hindi
Woh cricket khel raha hai,Hindi
Mujhe khana chahiye,Hindi
Meri kitab kahan hai,Hindi
Mujhe khana chahiye,Hindi
Main ghar ja raha hoon,Hindi
Woh cricket khel raha hai,Hindi
Meri kitab kahan hai,Hindi
Aaj mausam accha hai,Hindi
Woh cricket khel raha hai,Hindi
Kal school jana hai,Hindi
Aaj mausam accha hai,Hindi
Kal school jana hai,Hindi
Kal school jana hai,Hindi
Meri kitab kahan hai,Hindi
Kal school jana hai,Hindi
Main ghar ja raha hoon,Hindi
Aaj mausam accha hai,Hindi
Main ghar ja raha hoon,Hindi
Tum kaha ho,Hindi
Kal school jana hai,Hindi
Main ghar ja raha hoon,Hindi
Meri kitab kahan hai,Hindi
Mujhe khana chahiye,Hindi
Woh cricket khel raha hai,Hindi
Tum kaha ho,Hindi
Tum kaha ho,Hindi
Meri kitab kahan hai,Hindi
Aaj mausam accha hai,Hindi
Kal school jana hai,Hindi
Aaj mausam accha hai,Hindi
Main ghar ja raha hoon,Hindi
Mujhe khana chahiye,Hindi
Tum kaha ho,Hindi
Meri kitab kahan hai,Hindi
Kal school jana hai,Hindi
Aaj mausam accha hai,Hindi
Kal school jana hai,Hindi
Mujhe khana chahiye,Hindi
Mujhe khana chahiye,Hindi
Main ghar ja raha hoon,Hindi
Tum kaha ho,Hindi
Aaj mausam accha hai,Hindi
Main ghar ja raha hoon,Hindi
Tum kaha ho,Hindi
Mujhe khana chahiye,Hindi
Kal school jana hai,Hindi
Main ghar ja raha hoon,Hindi
Main ghar ja raha hoon,Hindi
Mujhe khana chahiye,Hindi
Tum kaha ho,Hindi
Tum kaha ho,Hindi
Aaj mausam accha hai,Hindi
Tum kaha ho,Hindi
Main ghar ja raha hoon,Hindi
Mujhe khana chahiye,Hindi
Kal school jana hai,Hindi
Tum kaha ho,Hindi
Tum kaha ho,Hindi
Woh cricket khel raha hai,Hindi
Tum kaha ho,Hindi
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Naanu pustaka oduttene,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Avanu olle huduga,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Avanu olle huduga,Kannada
Ondu cinema nodidira,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Naanu pustaka oduttene,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Naanu coffee kudidenu,Kannada
Avanu manege hogidanu,Kannada
Avanu olle huduga,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Naanu pustaka oduttene,Kannada
Naanu coffee kudidenu,Kannada
Naanu coffee kudidenu,Kannada
Avanu olle huduga,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Ondu cinema nodidira,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Avanu olle huduga,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Naanu pustaka oduttene,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Ondu cinema nodidira,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Ivattu nan friend barthane,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Naanu coffee kudidenu,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Avanu olle huduga,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Ondu cinema nodidira,Kannada
Ondu cinema nodidira,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Naanu manege hogthini,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Avanu manege hogidanu,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Naanu coffee kudidenu,Kannada
Ivattu nan friend barthane,Kannada
Ondu cinema nodidira,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Naanu coffee kudidenu,Kannada
Naanu coffee kudidenu,Kannada
Ondu cinema nodidira,Kannada
Naanu coffee kudidenu,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Naanu pustaka oduttene,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Naanu pustaka oduttene,Kannada
Ondu cinema nodidira,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Ondu cinema nodidira,Kannada
Avanu manege hogidanu,Kannada
Naanu coffee kudidenu,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Avanu manege hogidanu,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Naanu pustaka oduttene,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Avanu olle huduga,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Naanu manege hogthini,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Naanu manege hogthini,Kannada
Naanu coffee kudidenu,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Avanu manege hogidanu,Kannada
Naanu manege hogthini,Kannada
Ondu cinema nodidira,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Ivattu nan friend barthane,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Naanu coffee kudidenu,Kannada
Naanu pustaka oduttene,Kannada
Avanu olle huduga,Kannada
Naanu pustaka oduttene,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Naanu coffee kudidenu,Kannada
Ivattu nan friend barthane,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Naanu pustaka oduttene,Kannada
Ondu cinema nodidira,Kannada
Ivattu nan friend barthane,Kannada
Naanu coffee kudidenu,Kannada
Avanu manege hogidanu,Kannada
Naanu coffee kudidenu,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Avanu manege hogidanu,Kannada
Avanu olle huduga,Kannada
Avanu olle huduga,Kannada
Avanu manege hogidanu,Kannada
Ondu cinema nodidira,Kannada
Ondu cinema nodidira,Kannada
Naanu manege hogthini,Kannada
Naanu pustaka oduttene,Kannada
Naanu manege hogthini,Kannada
Ivattu nan friend barthane,Kannada
Avanu manege hogidanu,Kannada
Avanu manege hogidanu,Kannada
Avanu olle huduga,Kannada
Naanu coffee kudidenu,Kannada
A casa é bonita,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Ela esta lendo um livro,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Eu gosto de jogar futebol,Portuguese
O carro é novo,Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
Nós estamos felizes,Portuguese
Eu gosto de jogar futebol,Portuguese
"Bom dia, como vai voce",Portuguese
Ela esta lendo um livro,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
A casa é bonita,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
Eu gosto de jogar futebol,Portuguese
"Bom dia, como vai voce",Portuguese
Ela esta lendo um livro,Portuguese
Eu gosto de jogar futebol,Portuguese
O carro é novo,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
"Bom dia, como vai voce",Portuguese
Eu gosto de jogar futebol,Portuguese
Ela esta lendo um livro,Portuguese
Eu gosto de jogar futebol,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
O carro é novo,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
Eu gosto de jogar futebol,Portuguese
Ela esta lendo um livro,Portuguese
Eu gosto de jogar futebol,Portuguese
Eu gosto de jogar futebol,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
A casa é bonita,Portuguese
Nós estamos felizes,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
O carro é novo,Portuguese
Ela esta lendo um livro,Portuguese
A casa é bonita,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
Nós estamos felizes,Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
Hoje é um bom dia,Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
A casa é bonita,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
A casa é bonita,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
A casa é bonita,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
O carro é novo,Portuguese
Eu gosto de jogar futebol,Portuguese
"Bom dia, como vai voce",Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
Nós estamos felizes,Portuguese
Eu gosto de jogar futebol,Portuguese
"Bom dia, como vai voce",Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
Ela esta lendo um livro,Portuguese
Ela esta lendo um livro,Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
"Bom dia, como vai voce",Portuguese
A casa é bonita,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
O carro é novo,Portuguese
"Bom dia, como vai voce",Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
Ela esta lendo um livro,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
Ela esta lendo um livro,Portuguese
A casa é bonita,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
O carro é novo,Portuguese
Eu gosto de jogar futebol,Portuguese
A casa é bonita,Portuguese
Nós estamos felizes,Portuguese
Eu gosto de jogar futebol,Portuguese
Hoje é um bom dia,Portuguese
O carro é novo,Portuguese
Nós estamos felizes,Portuguese
A casa é bonita,Portuguese
O carro é novo,Portuguese
Ela esta lendo um livro,Portuguese
A casa é bonita,Portuguese
Eu gosto de jogar futebol,Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
Hoje é um bom dia,Portuguese
Eu gosto de jogar futebol,Portuguese
Ela esta lendo um livro,Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
"Bom dia, como vai voce",Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
Hoje é um bom dia,Portuguese
Nós estamos felizes,Portuguese
Ela esta lendo um livro,Portuguese
Nós estamos felizes,Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
O carro é novo,Portuguese
Hoje é um bom dia,Portuguese
A casa é bonita,Portuguese
"Bonjour, comment ça va",French
Nous allons au marché,French
"Bonjour, comment ça va",French
Il joue au football,French
"Bonjour, comment ça va",French
Il joue au football,French
Le ciel est bleu,French
Je suis étudiant,French
Nous allons au marché,French
Il joue au football,French
Nous allons au marché,French
Nous allons au marché,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Il joue au football,French
Nous allons au marché,French
Je suis étudiant,French
Nous allons au marché,French
Le ciel est bleu,French
Tu as un stylo,French
Nous allons au marché,French
Je suis étudiant,French
Je suis étudiant,French
Le ciel est bleu,French
Le ciel est bleu,French
Je suis étudiant,French
Nous allons au marché,French
Il joue au football,French
Il joue au football,French
Nous allons au marché,French
Nous allons au marché,French
Le ciel est bleu,French
Il joue au football,French
Tu as un stylo,French
Le ciel est bleu,French
Tu as un stylo,French
Il joue au football,French
Elle lit un livre,French
"Bonjour, comment ça va",French
Le ciel est bleu,French
Tu as un stylo,French
Il joue au football,French
Nous allons au marché,French
Je suis étudiant,French
Je suis étudiant,French
Il joue au football,French
Elle lit un livre,French
"Bonjour, comment ça va",French
Il joue au football,French
Il joue au football,French
Nous allons au marché,French
"Bonjour, comment ça va",French
Il joue au football,French
Il joue au football,French
Il joue au football,French
Tu as un stylo,French
Il joue au football,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Je suis étudiant,French
Il joue au football,French
"Bonjour, comment ça va",French
Il joue au football,French
"Bonjour, comment ça va",French
Il joue au football,French
Nous allons au marché,French
Le ciel est bleu,French
Je suis étudiant,French
Le ciel est bleu,French
Tu as un stylo,French
Je suis étudiant,French
Elle lit un livre,French
Je suis étudiant,French
Tu as un stylo,French
Le ciel est bleu,French
Il joue au football,French
"Bonjour, comment ça va",French
Nous allons au marché,French
Le ciel est bleu,French
Elle lit un livre,French
Tu as un stylo,French
"Bonjour, comment ça va",French
Il joue au football,French
Elle lit un livre,French
Nous allons au marché,French
Nous allons au marché,French
Je suis étudiant,French
Le ciel est bleu,French
Il joue au football,French
Je suis étudiant,French
Je suis étudiant,French
Il joue au football,French
Il joue au football,French
Le ciel est bleu,French
Le ciel est bleu,French
Elle lit un livre,French
Je suis étudiant,French
"Bonjour, comment ça va",French
"Bonjour, comment ça va",French
Je suis étudiant,French
Tu as un stylo,French
Il joue au football,French
Je suis étudiant,French
Je suis étudiant,French
Je suis étudiant,French
"Bonjour, comment ça va",French
Le ciel est bleu,French
Il joue au football,French
"Bonjour, comment ça va",French
Je suis étudiant,French
Il joue au football,French
Tu as un stylo,French
Nous allons au marché,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Je suis étudiant,French
"Bonjour, comment ça va",French
Elle lit un livre,French
Elle lit un livre,French
Nous allons au marché,French
Il joue au football,French
Nous allons au marché,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Elle lit un livre,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Tu as un stylo,French
Le ciel est bleu,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Nous allons au marché,French
Nous allons au marché,French
Nous allons au marché,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Nous allons au marché,French
Je suis étudiant,French
Elle lit un livre,French
Nous allons au marché,French
Nous allons au marché,French
Tu as un stylo,French
Tu as un stylo,French
Elle lit un livre,French
Il joue au football,French
Nous allons au marché,French
Nous allons au marché,French
Elle lit un livre,French
Tu as un stylo,French
Tu as un stylo,French
Il joue au football,French
Tu as un stylo,French
Elle lit un livre,French
Tu as un stylo,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Elle lit un livre,French
Elle lit un livre,French
Tu as un stylo,French
Le ciel est bleu,French
Elle lit un livre,French
"Bonjour, comment ça va",French
"Bonjour, comment ça va",French
Il joue au football,French
Le ciel est bleu,French
Elle lit un livre,French
Je suis étudiant,French
Elle lit un livre,French
"Bonjour, comment ça va",French
Il joue au football,French
Tu as un stylo,French
Le ciel est bleu,French
Je suis étudiant,French
"Bonjour, comment ça va",French
Elle lit un livre,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Je suis étudiant,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Tu as un stylo,French
Le ciel est bleu,French
Je suis étudiant,French
Elle lit un livre,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Tu as un stylo,French
"Bonjour, comment ça va",French
Je suis étudiant,French
Nous allons au marché,French
Le ciel est bleu,French
Je suis étudiant,French
Le ciel est bleu,French
Nous allons au marché,French
Nous allons au marché,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Il joue au football,French
Nous allons au marché,French
Nous allons au marché,French
"Bonjour, comment ça va",French
Le ciel est bleu,French
Elle lit un livre,French
Je suis étudiant,French
Je suis étudiant,French
Il joue au football,French
Tu as un stylo,French
"Bonjour, comment ça va",French
Nous allons au marché,French
Il joue au football,French
Nous allons au marché,French
Tu as un stylo,French
Le ciel est bleu,French
Elle lit un livre,French
Le ciel est bleu,French
Tu as un stylo,French
Nous allons au marché,French
Je suis étudiant,French
Il joue au football,French
Il joue au football,French
Elle lit un livre,French
Elle lit un livre,French
Le ciel est bleu,French
Il joue au football,French
Je suis étudiant,French
Je suis étudiant,French
"Bonjour, comment ça va",French
Nous allons au marché,French
Tu as un stylo,French
Le ciel est bleu,French
Le ciel est bleu,French
Le ciel est bleu,French
Nous allons au marché,French
Elle lit un livre,French
Le ciel est bleu,French
"Bonjour, comment ça va",French
Elle lit un livre,French
"Bonjour, comment ça va",French
Tu as un stylo,French
Il joue au football,French
Nous allons au marché,French
Tu as un stylo,French
Elle lit un livre,French
Le ciel est bleu,French
Nous allons au marché,French
Elle lit un livre,French
Je suis étudiant,French
Me gusta aprender idiomas,Spanish
Hoy hace calor,Spanish
Me gusta aprender idiomas,Spanish
"Hola, como estas",Spanish
Ella vive en Madrid,Spanish
Hoy hace calor,Spanish
Quiero comer algo,Spanish
Nosotros vamos al cine,Spanish
Hoy hace calor,Spanish
Hoy hace calor,Spanish
Nosotros vamos al cine,Spanish
Me gusta aprender idiomas,Spanish
El perro está corriendo,Spanish
"Hola, como estas",Spanish
Nosotros vamos al cine,Spanish
Hoy hace calor,Spanish
Quiero comer algo,Spanish
Me gusta aprender idiomas,Spanish
Hoy hace calor,Spanish
Quiero comer algo,Spanish
El perro está corriendo,Spanish
Me gusta aprender idiomas,Spanish
Me gusta aprender idiomas,Spanish
Ella vive en Madrid,Spanish
Ella vive en Madrid,Spanish
Me gusta aprender idiomas,Spanish
Hoy hace calor,Spanish
Quiero comer algo,Spanish
Hoy hace calor,Spanish
El perro está corriendo,Spanish
Nosotros vamos al cine,Spanish
El perro está corriendo,Spanish
Ella vive en Madrid,Spanish
Nosotros vamos al cine,Spanish
El perro está corriendo,Spanish
Me gusta aprender idiomas,Spanish
Quiero comer algo,Spanish
Quiero comer algo,Spanish
Ella vive en Madrid,Spanish
Nosotros vamos al cine,Spanish
Me gusta aprender idiomas,Spanish
El perro está corriendo,Spanish
Quiero comer algo,Spanish
Me gusta aprender idiomas,Spanish
Me gusta aprender idiomas,Spanish
Me gusta aprender idiomas,Spanish
El perro está corriendo,Spanish
Ella vive en Madrid,Spanish
El perro está corriendo,Spanish
El perro está corriendo,Spanish
El perro está corriendo,Spanish
"Hola, como estas",Spanish
Hoy hace calor,Spanish
Hoy hace calor,Spanish
Me gusta aprender idiomas,Spanish
El perro está corriendo,Spanish
El perro está corriendo,Spanish
Nosotros vamos al cine,Spanish
Hoy hace calor,Spanish
Nosotros vamos al cine,Spanish
"Hola, como estas",Spanish
Me gusta aprender idiomas,Spanish
Me gusta aprender idiomas,Spanish
El perro está corriendo,Spanish
Ella vive en Madrid,Spanish
Me gusta aprender idiomas,Spanish
Me gusta aprender idiomas,Spanish
"Hola, como estas",Spanish
Nosotros vamos al cine,Spanish
Nosotros vamos al cine,Spanish
El perro está corriendo,Spanish
Ella vive en Madrid,Spanish
Quiero comer algo,Spanish
Quiero comer algo,Spanish
Quiero comer algo,Spanish
"Hola, como estas",Spanish
Me gusta aprender idiomas,Spanish
Ella vive en Madrid,Spanish
Quiero comer algo,Spanish
Me gusta aprender idiomas,Spanish
Quiero comer algo,Spanish
"Hola, como estas",Spanish
Hoy hace calor,Spanish
Hoy hace calor,Spanish
"Hola, como estas",Spanish
"Hola, como estas",Spanish
El perro está corriendo,Spanish
Quiero comer algo,Spanish
Me gusta aprender idiomas,Spanish
"Hola, como estas",Spanish
